tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	2	4294967295	a,What Women Want\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30223	42978.00000000	49115.00000000	-2994.00000000	a,Elf, Human \0	a,Arujien, a young man in the Elven Village, adores Magister Greenis with all his heart, but no one knows if Greenis returns his affections.\0	49	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																					0						0	0	0	67	0	4	15623	15624	57	113								4	4254	335	1850	1								1	5			
1	3	1	a,Will the Seal be Broken?\0	a,Preparation for a Ritual\0	a,Dark Elven Tetrarch Talloth is continuing in the studies of the dark arts in order to break the seal that binds Mitraell, the leader of the Dark Elves. He asks you to go to the school of the Dark Arts \0	3	1081	1082	1083												3	1	1	1												-47120.00000000	59136.00000000	-3328.00000000	16	26	3	a,School of Dark Arts\0	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	a,Dark Elf\0	a,The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	0			
1	3	2	a,Will the Seal be Broken?\0	a,Return to Tetrarch Talloth\0	a,You have collected all the ingredients required for a spell. Return to Hierarch Talloth.\\n\0	0															0															11012.00000000	14128.00000000	-4242.00000000	16	26	3	a,Tetrarch Talloth\0	0	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	a,Dark Elf\0	a,The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	1			
1	3	4294967295	a,Will the Seal be Broken?\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	16	26	3	a,	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	a,Dark Elf\0	a,The Human has betrayed the secret that's kept Hierarch Mitraell sealed for centuries! Help Tettrarch Talloth break the seal that binds Mitraell!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	2			
1	4	1	a,Long live the Pa'agrio Lord!\0	a,Gifts from the Six Tribes\0	a,Pa'agrio Lord Kakai, the ruler of all the Orcs, has fallen ill. The Centurions have decreed that each tribe shall offer him gifts to improve his health. Centurion Nakusin asks you to collect the offerings from the six tribes. You must meet with the following tribal representatives:\\n\\nTataru Zu Hestui of the dignified Hestui tribe\\nChief Varkees of the cold-blooded Atuba tribe\\nWarehouse Keeper Grookin of the formidable Neruga tribe\\nGantaki Zu Urutu of the strong-willed Urutu tribe\\nTrader Kunai of the tactical Dudamara tribe\\nTrader Uska of the ruthless Gandi tribe.\\n\0	6	1541	1542	1543	1544	1545	1546									6	1	1	1	1	1	1									0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	a,Orc\0	a,Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	0			
1	4	2	a,Long live the Pa'agrio Lord!\0	a,Return to Nakusin\0	a,You have collected all of the tributes for Pa'agrio Lord Kakai. Take them to Centurion Nakusin.\\n\0	0															0															-47360.00000000	-113791.00000000	-237.00000000	2	5	3	a,Centurion Nakusin\0	0	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	a,Orc\0	a,Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	1			
1	4	4294967295	a,Long live the Pa'agrio Lord!\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	a,Orc\0	a,Pa'agrio Lord Kakai, the leader of all the Orcs, is sick! The elders have decided that each tribe will need to deliver a present to him to ensure he has a speedy recovery.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	2			
1	5	1	a,Miner's Favor\0	a,Errand to the Village\0	a,Miner Bolter, a member of the Gray Pillar Guild, lives at the Strip Mine. He asks you to bring him some things from the village. Visit Trader Shari's weapons shop, Trader Garita's store, Warehouse Chief Reed and Blacksmith Brunon and bring back the items that Miner Bolter is seeking.\\n\0	4	1548	1549	1550	1551											4	1	1	1	1											0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	a,No Requirements\0	a,The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs.\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	0			
1	5	2	a,Miner's Favor\0	a,Return to Miner Bolter\0	a,You have all of the items Bolter requested. Take them to him.\\n\0	0															0															112656.00000000	-174864.00000000	-611.00000000	2	5	3	a,Miner Bolter\0	0	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	a,No Requirements\0	a,The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs.\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	1			
1	5	4294967295	a,Miner's Favor\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	a,No Requirements\0	a,The guildsmen of the Gray Pillar Guild are hard at work in the Strip Mine. Miner Bolter is concerned that no one is available to gather the supplies the village needs...\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	2			
1	6	1	a,Step into the Future\0	a,Helping Hand\0	a,You've decided to experience all the adventure this world has to offer, but you can't afford it. Visit Magister Baulro and ask for help.\\n\0	0															0															-84729.00000000	245001.00000000	-3726.00000000	3	10	3	a,Magister Baulro\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	a,Human\0	a,Gatekeeper Roxxy speaks of the wonders of the world beyond Talking Island. She fills your heart with hope for adventure!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	0			
1	6	2	a,Step into the Future\0	a,Permission of Archon\0	a,Magister Baulro says that he'll help you! He gives you a letter to take to Sir Collin Windawood in the Obelisk of Victory. He says Sir Collin may do you a favor if you ask him nicely.\\n\0	1	7571														1	1														-100332.00000000	238019.00000000	-3573.00000000	3	10	3	a,Sir Collin Windawood\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	a,Human\0	a,Gatekeeper Roxxy speaks of the wonders of the world beyond Talking Island. She fills your heart with hope for adventure!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	1			
1	6	3	a,Step into the Future\0	a,On to Giran!\0	a,Recognizing your youthful vigor and ambition, Sir Collin Windawood agrees to sponsor your trip to Giran. Visit Gatekeeper Roxxy and tell her what Sir Windawood said.\\n\0	0															0															-84108.00000000	244604.00000000	-3729.00000000	3	10	3	a,Gatekeeper Roxxy\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	a,Human\0	a,Gatekeeper Roxxy speaks of the wonders of the world beyond Talking Island. She fills your heart with hope for adventure!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	2			
1	6	4294967295	a,Step into the Future\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	a,Human\0	a,Gatekeeper Roxxy speaks of the wonders of the world beyond Talking Island. She fills your heart with hope for adventure!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	3			
1	7	1	a,A Trip Begins\0	a,A Predecessor's Advice\0	a,At one time, Trader Ariel was an Adventurer who traveled many places and had many exciting experiences before coming back to Elven Forest. Ask for her advice.\\n\0	0															0															44683.00000000	46952.00000000	-2981.00000000	3	10	3	a,Trader Ariel\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	a,Elf\0	a,One road is open to all who wish to see the world!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	7	2	a,A Trip Begins\0	a,Help From the Hierarch\0	a,It's said that Hierarch Asterios sponsors travelers because he wants young Elves to have all the experiences the outside world can offer. Visit Hierarch Asterios.\\n\0	1	7572														1	1														44692.00000000	52261.00000000	-2795.00000000	3	10	3	a,Tetrarch Asterios\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	a,Elf\0	a,One road is open to all who wish to see the world!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	7	3	a,A Trip Begins\0	a,Prepare for a Trip\0	a,After securing a promise to return, Hierarch Asterios tells you to visit Gatekeeper Mirabel when you've finished preparing for the trip.\\n\0	0															0															46926.00000000	51511.00000000	-2977.00000000	3	10	3	a,Gatekeeper Mirabel\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	a,Elf\0	a,One road is open to all who wish to see the world!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	7	4294967295	a,A Trip Begins\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	a,Elf\0	a,One road is open to all who wish to see the world!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	8	1	a,An Adventure Begins\0	a,Secret Revenge\0	a,Gatekeeper Jasmine ignores your request and says that you're as reckless as Roselyn was when she was young. Visit Sentry Roselyn to find a solution.\\n\0	0															0															15272.00000000	16310.00000000	-4377.00000000	3	10	3	a,Sentry Roselyn\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	a,Dark Elf\0	a,One road is open to all who wish to see the world!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	8	2	a,An Adventure Begins\0	a,Roselyn's Revenge\0	a,Roselyn is angered by Jasmine's indelicate remark. She asks you to deliver a note containing an important story about Jasmine to Magister Harne.\\n\0	1	7573														1	1														10344.00000000	14445.00000000	-4242.00000000	3	10	3	a,Magister Harne\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	a,Dark Elf\0	a,One road is open to all who wish to see the world!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	8	3	a,An Adventure Begins\0	a,Jasmine's Judgment\0	a,Magister Harne has seen the two sisters, Roselyn and Jasmine, fighting for a long time. She asks you to return to Jasmine and deliver her message.\\n\0	0															0															9670.00000000	15537.00000000	-4574.00000000	3	10	3	a,Gatekeeper Jasmine\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	a,Dark Elf\0	a,One road is open to all who wish to see the world!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	8	4294967295	a,An Adventure Begins\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	a,Dark Elf\0	a,One road is open to all who wish to see the world!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	9	1	a,Into the City of Humans\0	a,Centurion's Inquisition\0	a,Centurion Petukai, in service to Pa'agrio Lord Kakai, questions the meaning of strength. He asks you to visit Seer Tanapi and get the answer.\\n\0	0															0															-45863.00000000	-112621.00000000	-200.00000000	3	10	3	a,Seer Tanapi\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	a,Orc\0	u,Centurion Petukai who questions the meaning of strength. The place to go to learn about the history of your defeat is…\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	9	2	a,Into the City of Humans\0	a,To the City of Humans\0	a,Seer Tanapi tells you to go to the city of Humans, Giran, to find answers to the questions asked by Orcs. Visit Gatekeeper Tamil.\\n\0	0															0															-45264.00000000	-112512.00000000	-235.00000000	3	10	3	a,Gatekeeper Tamil\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	a,Orc\0	u,Centurion Petukai who questions the meaning of strength. The place to go to learn about the history of your defeat is…\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
1	9	4294967295	a,Into the City of Humans\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	a,Orc\0	a,Centurion Petukai who questions the meaning of strength. The place to go to learn about the history of your defeat is...\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	2			
1	10	1	a,Into the World\0	a,Balanki's Test\0	a,Silver Scale's Balanki permits a trip if the traveler passes his test. Go see Warehouse Chief Reed.\\n\0	0															0															115205.00000000	-180024.00000000	-870.00000000	3	10	3	a,Warehouse Chief Reed\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	a,Dwarf\0	a,One road is open to all who wish to see the world!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	10	2	a,Into the World\0	a,Mining Rights at the Mithril Mines\0	a,Warehouse Chief Reed asks you to take a necklace he made to Priest of the Earth Gerald. While you are meeting with the priest, find out to whom the mining rights will be granted.\\n\0	1	7574														1	1														114990.00000000	-177294.00000000	-854.00000000	3	10	3	a,Priest of the Earth Gerald\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	a,Dwarf\0	a,One road is open to all who wish to see the world!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
1	10	3	a,Into the World\0	a,Failure to Obtain the Information\0	a,Although you gave him the gift, Gerald did not offer you any information in detail.  Return to Warehouse Chief Reed and tell him what you found out.\0	0															0															115205.00000000	-180024.00000000	-870.00000000	3	10	3	a,Warehouse Chief Reed\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	a,Dwarf\0	a,One road is open to all who wish to see the world!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	2			
1	10	4	a,Into the World\0	a,Bon Voyage!\0	a,You've got the permission from Warehouse Chief Reed. Return to Silver Scale's Balanki and start your trip.\\n\0	0															0															116016.00000000	-178615.00000000	-948.00000000	3	10	3	a,Silver Scale's Balanki\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	a,Dwarf\0	a,One road is open to all who wish to see the world!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	3			
1	10	4294967295	a,Into the World\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	a,Dwarf\0	a,One road is open to all who wish to see the world!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	4			
